subjects,S,condition,R,rt,correct
4,left,intoxicated,left,0.735510523,1
4,right,intoxicated,right,0.787671341,1
4,left,intoxicated,left,0.861548692,1
4,left,intoxicated,left,0.813659621,1
4,right,intoxicated,right,0.837381129,1
4,left,intoxicated,left,0.720260182,1
4,left,intoxicated,right,0.729015114,0
4,left,intoxicated,left,0.711504771,1
4,right,intoxicated,left,0.795734185,0
4,left,intoxicated,right,0.639846691,0
4,right,intoxicated,right,0.834023509,1
4,left,intoxicated,left,0.621640759,1
4,right,intoxicated,right,0.841287535,1
4,right,intoxicated,right,0.752585815,1
4,left,intoxicated,left,0.705059311,1
4,left,intoxicated,left,0.627611352,1
4,right,intoxicated,right,0.702063901,1
4,right,intoxicated,right,0.79341117,1
4,left,intoxicated,right,0.596895784,0
4,left,intoxicated,left,0.694947602,1
4,right,intoxicated,left,0.665262455,0
4,left,intoxicated,left,0.643102897,1
4,right,intoxicated,right,0.713094287,1
4,left,intoxicated,right,0.794553161,0
4,left,intoxicated,right,0.699868565,0
4,right,intoxicated,right,0.853989467,1
4,right,intoxicated,right,0.638480718,1
4,left,intoxicated,left,0.673192931,1
4,left,intoxicated,left,0.616947084,1
4,right,intoxicated,right,0.69402475,1
4,right,intoxicated,left,0.65932672,0
4,left,intoxicated,left,0.71965707,1
4,left,intoxicated,right,0.729991366,0
4,right,intoxicated,right,0.669308979,1
4,left,intoxicated,left,0.623657213,1
4,left,intoxicated,left,0.736211666,1
4,right,intoxicated,left,0.646348484,0
4,right,intoxicated,right,0.608574944,1
4,right,intoxicated,right,0.679791407,1
4,right,intoxicated,right,0.661644576,1
4,left,intoxicated,right,0.666928857,0
4,left,intoxicated,left,0.686964689,1
4,right,intoxicated,right,0.717273394,1
4,right,intoxicated,right,0.759763709,1
4,right,intoxicated,right,0.614840083,1
4,left,intoxicated,right,0.813957046,0
4,right,intoxicated,left,0.661450334,0
4,right,intoxicated,left,0.859412791,0
4,right,intoxicated,right,0.833464042,1
4,left,intoxicated,left,0.72249623,1
4,left,intoxicated,left,0.689990181,1
4,right,intoxicated,right,0.844104466,1
4,left,intoxicated,left,0.769195176,1
4,right,intoxicated,right,0.705584455,1
4,right,intoxicated,right,0.771123978,1
4,right,intoxicated,right,0.660163413,1
4,right,intoxicated,left,0.658245391,0
4,right,intoxicated,right,0.747396583,1
4,right,intoxicated,right,0.687578921,1
4,left,intoxicated,left,0.714171947,1
4,left,intoxicated,left,0.714201103,1
4,right,intoxicated,right,0.780891022,1
4,left,intoxicated,left,0.740825868,1
4,left,intoxicated,left,0.788982657,1
4,right,intoxicated,left,0.801157096,0
4,left,intoxicated,right,0.721574712,0
4,left,intoxicated,left,0.701601432,1
4,left,intoxicated,right,0.741508664,0
4,left,intoxicated,left,0.839103822,1
4,right,intoxicated,left,0.70537138,0
4,left,intoxicated,left,0.662490719,1
4,right,intoxicated,right,0.761714726,1
4,right,intoxicated,right,0.737277834,1
4,left,intoxicated,right,0.795927251,0
4,left,intoxicated,right,0.724921381,0
4,left,intoxicated,left,0.804195042,1
4,right,intoxicated,left,0.635464403,0
4,right,intoxicated,right,0.681999763,1
4,left,intoxicated,left,0.673882005,1
4,right,intoxicated,left,0.801843016,0
4,left,intoxicated,right,0.62431204,0
4,left,intoxicated,left,0.730308488,1
4,left,intoxicated,left,0.699217876,1
4,left,intoxicated,right,0.615892102,0
4,right,intoxicated,right,0.720051823,1
4,left,intoxicated,left,0.663152564,1
4,right,intoxicated,right,0.716308418,1
4,left,intoxicated,right,0.728169007,0
4,right,intoxicated,left,0.84139272,0
4,right,intoxicated,left,0.681279887,0
4,left,intoxicated,left,0.63396854,1
4,left,intoxicated,right,0.636303276,0
4,right,intoxicated,left,0.745256284,0
4,left,intoxicated,right,0.740257542,0
4,left,intoxicated,left,0.852435259,1
4,left,intoxicated,left,0.744283978,1
4,right,intoxicated,right,0.663272585,1
4,right,intoxicated,left,0.74271213,0
4,left,intoxicated,left,0.678350693,1
4,left,intoxicated,right,0.719208317,0
4,right,intoxicated,right,0.77350689,1
4,right,intoxicated,left,0.784882659,0
4,left,intoxicated,left,0.768845425,1
4,right,intoxicated,right,0.634922307,1
4,right,intoxicated,right,0.609126539,1
4,right,intoxicated,right,0.653086135,1
4,left,intoxicated,left,0.624577551,1
4,left,intoxicated,left,0.857109432,1
4,left,intoxicated,right,0.700073185,0
4,right,intoxicated,right,0.657288334,1
4,left,intoxicated,left,0.785324347,1
4,left,intoxicated,right,0.747641093,0
4,left,intoxicated,left,0.683690271,1
4,right,intoxicated,right,0.662007481,1
4,left,intoxicated,left,0.740151498,1
4,left,intoxicated,right,0.649530093,0
4,left,intoxicated,left,0.663478499,1
4,left,intoxicated,left,0.697825638,1
4,right,intoxicated,right,0.71761951,1
4,left,intoxicated,left,0.719141331,1
4,right,intoxicated,right,0.742497327,1
4,right,intoxicated,right,0.800936085,1
4,right,intoxicated,right,0.724702987,1
4,right,intoxicated,right,0.842919934,1
4,left,intoxicated,left,0.818304374,1
4,right,intoxicated,left,0.722335589,0
4,right,intoxicated,right,0.66929897,1
4,right,intoxicated,left,0.739714251,0
4,right,intoxicated,right,0.808001815,1
4,left,intoxicated,left,0.650365298,1
4,right,intoxicated,right,0.705726693,1
4,left,intoxicated,left,0.725968903,1
4,right,intoxicated,right,0.794509518,1
4,right,intoxicated,left,0.686122097,0
4,left,intoxicated,left,0.685061598,1
4,right,intoxicated,left,0.641911876,0
4,right,intoxicated,right,0.793237324,1
4,left,intoxicated,left,0.804991441,1
4,left,intoxicated,left,0.651722632,1
4,right,intoxicated,right,0.762567152,1
4,right,intoxicated,right,0.823600783,1
4,left,intoxicated,left,0.611862732,1
4,right,intoxicated,right,0.6734539,1
4,right,intoxicated,right,0.660215875,1
4,left,intoxicated,left,0.798730082,1
4,right,intoxicated,right,0.812757537,1
4,right,intoxicated,left,0.686877595,0
4,right,intoxicated,right,0.711762523,1
4,left,intoxicated,left,0.64889176,1
4,right,intoxicated,right,0.738808275,1
4,right,intoxicated,right,0.743391544,1
4,right,intoxicated,right,0.77730512,1
4,right,intoxicated,right,0.622773017,1
4,left,intoxicated,right,0.667008362,0
5,right,intoxicated,left,0.314025773,0
5,left,intoxicated,left,0.258691958,1
5,left,intoxicated,left,0.240738892,1
5,right,intoxicated,right,0.207881922,1
5,right,intoxicated,left,0.247310485,0
5,right,intoxicated,right,0.188124972,1
5,left,intoxicated,right,0.250495518,0
5,right,intoxicated,left,0.223637391,0
5,right,intoxicated,right,0.197828401,1
5,right,intoxicated,left,0.210355996,0
5,left,intoxicated,left,0.3010328,1
5,left,intoxicated,left,0.182785393,1
5,left,intoxicated,right,0.178973906,0
5,left,intoxicated,left,0.201406531,1
5,right,intoxicated,right,0.264865548,1
5,left,intoxicated,right,0.277519241,0
5,right,intoxicated,right,0.1658576,1
5,right,intoxicated,right,0.166030575,1
5,left,intoxicated,right,0.184427042,0
5,left,intoxicated,left,0.425165059,1
5,right,intoxicated,right,0.17314948,1
5,right,intoxicated,right,0.207220127,1
5,right,intoxicated,right,0.254531107,1
5,left,intoxicated,left,0.20048046,1
5,right,intoxicated,left,0.325809582,0
5,right,intoxicated,left,0.201092934,0
5,left,intoxicated,right,0.177111782,0
5,left,intoxicated,left,0.279466281,1
5,right,intoxicated,right,0.225152117,1
5,right,intoxicated,right,0.20931016,1
5,right,intoxicated,right,0.20749773,1
5,left,intoxicated,left,0.197048093,1
5,right,intoxicated,right,0.220583879,1
5,right,intoxicated,left,0.248340306,0
5,left,intoxicated,left,0.197155193,1
5,right,intoxicated,right,0.323029075,1
5,right,intoxicated,left,0.271567051,0
5,right,intoxicated,right,0.304226589,1
5,left,intoxicated,right,0.263665159,0
5,right,intoxicated,left,0.26020593,0
5,left,intoxicated,left,0.190070174,1
5,left,intoxicated,right,0.277884489,0
5,right,intoxicated,right,0.259791741,1
5,left,intoxicated,left,0.174141725,1
5,right,intoxicated,left,0.465574305,0
5,left,intoxicated,left,0.275433443,1
5,right,intoxicated,right,0.476612404,1
5,left,intoxicated,left,0.165974169,1
5,right,intoxicated,right,0.168864118,1
5,left,intoxicated,left,0.29929469,1
5,left,intoxicated,left,0.286396237,1
5,left,intoxicated,left,0.179639214,1
5,right,intoxicated,right,0.18103968,1
5,right,intoxicated,right,0.172499837,1
5,left,intoxicated,right,0.280420027,0
5,right,intoxicated,right,0.233615178,1
5,left,intoxicated,right,0.261346954,0
5,left,intoxicated,right,0.178660305,0
5,right,intoxicated,left,0.242896855,0
5,right,intoxicated,left,0.439470022,0
5,right,intoxicated,left,0.165492656,0
5,left,intoxicated,right,0.197428862,0
5,left,intoxicated,left,0.162623836,1
5,left,intoxicated,right,0.282052269,0
5,right,intoxicated,right,0.281690968,1
5,left,intoxicated,left,0.217659097,1
5,left,intoxicated,left,0.279918988,1
5,left,intoxicated,left,0.326232666,1
5,right,intoxicated,left,0.179713428,0
5,right,intoxicated,right,0.199197942,1
5,left,intoxicated,left,0.173680242,1
5,left,intoxicated,right,0.197851959,0
5,right,intoxicated,left,0.198374458,0
5,left,intoxicated,left,0.235929735,1
5,right,intoxicated,right,0.235381716,1
5,right,intoxicated,right,0.36078502,1
5,right,intoxicated,left,0.347381848,0
5,right,intoxicated,right,0.207708207,1
5,right,intoxicated,left,0.200185315,0
5,left,intoxicated,right,0.242590669,0
5,left,intoxicated,left,0.193170905,1
5,right,intoxicated,right,0.290748567,1
5,right,intoxicated,right,0.243232941,1
5,right,intoxicated,right,0.210105164,1
5,right,intoxicated,left,0.190407587,0
5,right,intoxicated,left,0.192761343,0
5,left,intoxicated,left,0.179840365,1
5,right,intoxicated,right,0.251043456,1
5,left,intoxicated,left,0.280489213,1
5,right,intoxicated,left,0.265309187,0
5,right,intoxicated,right,0.2354104,1
5,right,intoxicated,right,0.300278084,1
5,left,intoxicated,right,0.253269809,0
5,left,intoxicated,left,0.170460031,1
5,left,intoxicated,left,0.307355363,1
5,left,intoxicated,right,0.234921805,0
5,right,intoxicated,right,0.272083483,1
5,right,intoxicated,left,0.178564608,0
5,left,intoxicated,left,0.173978497,1
5,right,intoxicated,left,0.173065404,0
5,right,intoxicated,right,0.277551673,1
5,left,intoxicated,right,0.223872017,0
5,left,intoxicated,left,0.325379766,1
5,left,intoxicated,left,0.383547451,1
5,right,intoxicated,right,0.331270371,1
5,left,intoxicated,left,0.206043819,1
5,right,intoxicated,right,0.198596703,1
5,left,intoxicated,right,0.249913788,0
5,left,intoxicated,right,0.181197571,0
5,right,intoxicated,right,0.167035733,1
5,right,intoxicated,right,0.203228443,1
5,left,intoxicated,right,0.220303565,0
5,left,intoxicated,left,0.261954976,1
5,left,intoxicated,right,0.236389722,0
5,left,intoxicated,right,0.457747261,0
5,left,intoxicated,left,0.199768759,1
5,right,intoxicated,right,0.390084507,1
5,left,intoxicated,left,0.191237286,1
5,left,intoxicated,left,0.382433378,1
5,left,intoxicated,right,0.258283161,0
5,right,intoxicated,right,0.165472006,1
5,left,intoxicated,right,0.287359286,0
5,left,intoxicated,left,0.378395237,1
5,right,intoxicated,left,0.265048599,0
5,left,intoxicated,left,0.196408923,1
5,right,intoxicated,left,0.193523151,0
5,left,intoxicated,left,0.174655449,1
5,right,intoxicated,left,0.188669836,0
5,left,intoxicated,left,0.233102785,1
5,right,intoxicated,left,0.163735698,0
5,left,intoxicated,left,0.242782701,1
5,right,intoxicated,left,0.240118385,0
5,right,intoxicated,right,0.459104219,1
5,left,intoxicated,right,0.261528564,0
5,left,intoxicated,right,0.165734188,0
5,left,intoxicated,right,0.198018306,0
5,left,intoxicated,left,0.192262661,1
5,right,intoxicated,right,0.258481147,1
5,right,intoxicated,right,0.251162432,1
5,left,intoxicated,left,0.405305858,1
5,right,intoxicated,right,0.333001386,1
5,left,intoxicated,left,0.206149174,1
5,right,intoxicated,left,0.29191454,0
5,right,intoxicated,right,0.363738841,1
5,left,intoxicated,left,0.197565444,1
5,left,intoxicated,left,0.199715987,1
5,right,intoxicated,right,0.221524112,1
5,left,intoxicated,right,0.159959343,0
5,left,intoxicated,left,0.281489789,1
5,right,intoxicated,right,0.242226036,1
5,left,intoxicated,left,0.217457249,1
5,right,intoxicated,right,0.284292213,1
5,right,intoxicated,right,0.23662278,1
5,right,intoxicated,right,0.228762413,1
5,right,intoxicated,right,0.183678106,1
5,right,intoxicated,right,0.238575201,1
5,left,intoxicated,right,0.214877561,0
5,left,intoxicated,left,0.272988184,1
5,right,intoxicated,right,0.267976878,1
5,right,intoxicated,left,0.336519346,0
5,right,intoxicated,right,0.187193449,1
5,left,intoxicated,right,0.20481215,0
5,right,intoxicated,right,0.25384888,1
5,right,intoxicated,right,0.440007421,1
5,left,intoxicated,left,0.166703619,1
5,left,intoxicated,left,0.194240968,1
5,left,intoxicated,left,0.180874421,1
5,left,intoxicated,left,0.251019877,1
5,left,intoxicated,left,0.278705567,1
5,left,intoxicated,right,0.629294405,0
5,right,intoxicated,right,0.224089474,1
5,left,intoxicated,left,0.192556289,1
5,left,intoxicated,left,0.227886855,1
5,right,intoxicated,right,0.254056691,1
5,left,intoxicated,left,0.248201179,1
5,right,intoxicated,right,0.248453329,1
5,right,intoxicated,left,0.214927559,0
5,left,intoxicated,right,0.26002324,0
5,left,intoxicated,left,0.304089127,1
5,left,intoxicated,left,0.197027949,1
5,left,intoxicated,left,0.295049391,1
5,left,intoxicated,left,0.307977495,1
5,right,intoxicated,right,0.178352662,1
5,right,intoxicated,right,0.226773381,1
5,left,intoxicated,right,0.220899093,0
5,right,intoxicated,right,0.187294021,1
5,left,intoxicated,right,0.194155326,0
5,left,intoxicated,right,0.176172965,0
5,right,intoxicated,right,0.327289245,1
5,right,intoxicated,right,0.189745688,1
5,right,intoxicated,left,0.204458526,0
5,left,intoxicated,right,0.288326026,0
5,right,intoxicated,left,0.208941722,0
5,left,intoxicated,left,0.268340633,1
5,left,intoxicated,left,0.312768049,1
5,right,intoxicated,left,0.244745023,0
5,left,intoxicated,left,0.267247955,1
5,right,intoxicated,right,0.301106273,1
5,left,intoxicated,right,0.188510358,0
5,right,intoxicated,left,0.247431626,0
5,right,intoxicated,right,0.55865747,1
5,right,intoxicated,left,0.524982741,0
5,left,intoxicated,left,0.168285615,1
5,right,intoxicated,right,0.224387916,1
5,left,intoxicated,right,0.357490101,0
5,left,intoxicated,left,0.187715165,1
5,right,intoxicated,right,0.222305911,1
5,left,intoxicated,left,0.228551608,1
5,left,intoxicated,left,0.207015683,1
5,right,intoxicated,right,0.219225119,1
5,right,intoxicated,left,0.184378572,0
5,right,intoxicated,left,0.440234967,0
5,left,intoxicated,right,0.443927883,0
5,right,intoxicated,right,0.183697374,1
5,left,intoxicated,left,0.239428647,1
5,right,intoxicated,left,0.260619636,0
5,right,intoxicated,left,0.223822094,0
5,left,intoxicated,left,0.182945349,1
5,left,intoxicated,left,0.202839602,1
5,left,intoxicated,left,0.240651958,1
5,left,intoxicated,left,0.180137096,1
5,right,intoxicated,left,0.232395359,0
5,left,intoxicated,right,0.235560861,0
5,left,intoxicated,left,0.241322234,1
5,right,intoxicated,right,0.252397209,1
5,right,intoxicated,right,0.23533746,1
5,right,intoxicated,left,0.174193656,0
5,right,intoxicated,left,0.180786932,0
5,left,intoxicated,right,0.185296626,0
5,right,intoxicated,right,0.213604249,1
6,right,intoxicated,right,0.38890829,1
6,left,intoxicated,right,0.494560513,0
6,right,intoxicated,right,0.372188748,1
6,right,intoxicated,left,0.331062512,0
6,left,intoxicated,right,0.386443862,0
6,right,intoxicated,left,0.310864673,0
6,right,intoxicated,right,0.30863474,1
6,right,intoxicated,right,0.347122471,1
6,right,intoxicated,left,0.332167261,0
6,left,intoxicated,left,0.340865651,1
6,left,intoxicated,left,0.370716386,1
6,right,intoxicated,right,0.643013961,1
6,right,intoxicated,right,0.318513435,1
6,left,intoxicated,left,0.331561315,1
6,left,intoxicated,left,0.358210727,1
6,right,intoxicated,right,0.321828478,1
6,right,intoxicated,right,0.354661435,1
6,right,intoxicated,right,0.347939734,1
6,left,intoxicated,right,0.414926984,0
6,left,intoxicated,left,0.464680492,1
6,left,intoxicated,left,0.423991617,1
6,left,intoxicated,right,0.399402297,0
6,right,intoxicated,right,0.330903104,1
6,right,intoxicated,right,0.424618784,1
6,right,intoxicated,right,0.451483048,1
6,right,intoxicated,right,0.42531188,1
6,left,intoxicated,right,0.30588352,0
6,left,intoxicated,left,0.437052911,1
6,right,intoxicated,right,0.618306513,1
6,right,intoxicated,right,0.373028723,1
6,right,intoxicated,left,0.305126392,0
6,right,intoxicated,right,0.472886234,1
6,left,intoxicated,right,0.402302511,0
6,right,intoxicated,right,0.341864854,1
6,right,intoxicated,right,0.364161195,1
6,left,intoxicated,right,0.385745934,0
6,right,intoxicated,right,0.436601224,1
6,left,intoxicated,left,0.400085677,1
6,right,intoxicated,right,0.402131601,1
6,left,intoxicated,left,0.339727729,1
6,left,intoxicated,left,0.354016899,1
6,left,intoxicated,right,0.372897351,0
6,right,intoxicated,left,0.39208331,0
6,left,intoxicated,right,0.613871207,0
6,right,intoxicated,left,0.414012472,0
6,left,intoxicated,left,0.307104786,1
6,left,intoxicated,right,0.333532274,0
6,left,intoxicated,right,0.426913844,0
6,right,intoxicated,right,0.313854721,1
6,right,intoxicated,right,0.604222168,1
6,right,intoxicated,right,0.460429119,1
6,left,intoxicated,left,0.361546104,1
6,right,intoxicated,right,0.498711961,1
6,left,intoxicated,left,0.320844188,1
6,left,intoxicated,left,0.478591308,1
6,left,intoxicated,left,0.374249666,1
6,left,intoxicated,left,0.363270155,1
6,left,intoxicated,left,0.496130788,1
6,right,intoxicated,left,0.359659345,0
6,right,intoxicated,left,0.369681647,0
6,right,intoxicated,right,0.323628161,1
6,left,intoxicated,right,0.305859933,0
6,left,intoxicated,right,0.584727696,0
6,left,intoxicated,left,0.365389942,1
6,right,intoxicated,left,0.310863217,0
6,left,intoxicated,left,0.460903299,1
6,left,intoxicated,left,0.437741104,1
6,left,intoxicated,left,0.368659504,1
6,left,intoxicated,left,0.328085623,1
6,left,intoxicated,right,0.418402221,0
6,left,intoxicated,left,0.322032041,1
6,left,intoxicated,left,0.326987325,1
6,right,intoxicated,right,0.298575354,1
6,left,intoxicated,left,0.353416416,1
6,left,intoxicated,left,0.435168209,1
6,left,intoxicated,left,0.354133161,1
6,left,intoxicated,right,0.30643907,0
6,left,intoxicated,left,0.46511772,1
6,right,intoxicated,left,0.472269759,0
6,left,intoxicated,right,0.350398545,0
6,left,intoxicated,left,0.368836314,1
6,left,intoxicated,left,0.565135763,1
6,left,intoxicated,right,0.3047494,0
6,left,intoxicated,left,0.374771042,1
6,right,intoxicated,right,0.588427667,1
6,right,intoxicated,right,0.352738447,1
6,right,intoxicated,left,0.366303358,0
6,left,intoxicated,left,0.293465863,1
6,left,intoxicated,right,0.303390352,0
6,left,intoxicated,right,0.421945682,0
6,right,intoxicated,right,0.373066178,1
6,right,intoxicated,left,0.782944967,0
6,left,intoxicated,left,0.467657294,1
6,right,intoxicated,left,0.316412661,0
6,right,intoxicated,right,0.304319903,1
6,left,intoxicated,left,0.310139489,1
6,right,intoxicated,right,0.313025423,1
6,left,intoxicated,left,0.347926704,1
6,right,intoxicated,left,0.408395523,0
6,right,intoxicated,left,0.339938412,0
6,right,intoxicated,right,0.330674663,1
6,left,intoxicated,left,0.392472503,1
6,left,intoxicated,left,0.383810085,1
6,left,intoxicated,left,0.472476226,1
6,right,intoxicated,left,0.340575346,0
6,left,intoxicated,left,0.458295553,1
6,left,intoxicated,right,0.362567617,0
6,right,intoxicated,left,0.384603657,0
6,right,intoxicated,right,0.301711837,1
6,left,intoxicated,right,0.303204813,0
6,left,intoxicated,left,0.325296064,1
6,right,intoxicated,right,0.313599462,1
6,right,intoxicated,right,0.326563092,1
6,left,intoxicated,left,0.485690499,1
6,right,intoxicated,right,0.312818847,1
6,left,intoxicated,left,0.511640304,1
6,left,intoxicated,left,0.311526197,1
6,right,intoxicated,right,0.736261472,1
6,right,intoxicated,right,0.534561246,1
6,right,intoxicated,right,0.325087193,1
6,left,intoxicated,left,0.363391846,1
6,right,intoxicated,left,0.560625463,0
6,right,intoxicated,left,0.614195361,0
6,right,intoxicated,right,0.370703452,1
6,right,intoxicated,right,0.430116928,1
6,left,intoxicated,left,0.450071429,1
6,left,intoxicated,right,0.440055481,0
6,right,intoxicated,right,0.403384018,1
6,left,intoxicated,left,0.300325933,1
6,right,intoxicated,left,0.310008948,0
6,right,intoxicated,left,0.416959109,0
6,left,intoxicated,right,0.301125335,0
6,left,intoxicated,left,0.308733796,1
6,left,intoxicated,left,0.298471487,1
6,right,intoxicated,right,0.346475813,1
6,left,intoxicated,left,0.385502129,1
6,right,intoxicated,left,0.374643692,0
6,left,intoxicated,right,0.327808302,0
6,right,intoxicated,left,0.335832936,0
6,right,intoxicated,right,0.298844346,1
6,right,intoxicated,right,0.498604807,1
6,left,intoxicated,left,0.339206653,1
6,right,intoxicated,right,0.354705792,1
6,left,intoxicated,left,0.383384899,1
6,right,intoxicated,right,0.43678141,1
6,left,intoxicated,left,0.348994575,1
6,right,intoxicated,right,0.314688317,1
6,right,intoxicated,right,0.406774831,1
6,right,intoxicated,right,0.35393066,1
6,right,intoxicated,left,0.351651484,0
6,left,intoxicated,left,0.412337549,1
6,left,intoxicated,left,0.326626829,1
6,right,intoxicated,left,0.501747076,0
6,right,intoxicated,right,0.398967712,1
6,right,intoxicated,left,0.425235706,0
6,right,intoxicated,right,0.474369216,1
6,left,intoxicated,left,0.307507576,1
6,right,intoxicated,right,0.307549047,1
6,right,intoxicated,right,0.361683093,1
6,left,intoxicated,right,0.374382738,0
6,right,intoxicated,right,0.349659174,1
6,right,intoxicated,right,0.300317018,1
6,left,intoxicated,left,0.305706349,1
6,left,intoxicated,right,0.453993229,0
6,right,intoxicated,right,0.331180413,1
6,right,intoxicated,right,0.309506387,1
6,right,intoxicated,right,0.349916916,1
6,left,intoxicated,left,0.465404315,1
6,right,intoxicated,right,0.588507516,1
6,left,intoxicated,left,0.490936325,1
6,right,intoxicated,right,0.580546328,1
6,left,intoxicated,right,0.349719538,0
6,left,intoxicated,left,0.327159396,1
6,left,intoxicated,left,0.301238801,1
6,left,intoxicated,right,0.366490536,0
6,left,intoxicated,right,0.409416154,0
6,right,intoxicated,left,0.294930096,0
6,right,intoxicated,left,0.356111464,0
6,left,intoxicated,left,0.306383696,1
6,left,intoxicated,left,0.319152637,1
6,right,intoxicated,right,0.470180598,1
6,left,intoxicated,left,0.345885828,1
6,left,intoxicated,left,0.392818356,1
6,right,intoxicated,left,0.294577507,0
6,right,intoxicated,left,0.359710837,0
6,right,intoxicated,right,0.510315356,1
6,left,intoxicated,right,0.370438209,0
6,left,intoxicated,right,0.340296806,0
6,right,intoxicated,left,0.379171794,0
6,left,intoxicated,right,0.529918019,0
6,right,intoxicated,left,0.492124179,0
6,left,intoxicated,left,0.3715817,1
6,right,intoxicated,right,0.383767003,1
6,left,intoxicated,left,0.333193893,1
6,right,intoxicated,right,0.474788361,1
6,left,intoxicated,right,0.385766258,0
6,right,intoxicated,right,0.361952438,1
6,left,intoxicated,right,0.363052988,0
6,right,intoxicated,right,0.36567453,1
6,left,intoxicated,left,0.334202252,1
6,left,intoxicated,left,0.321731296,1
6,left,intoxicated,left,0.382556137,1
6,right,intoxicated,left,0.293652972,0
6,left,intoxicated,left,0.365115749,1
6,left,intoxicated,left,0.383400633,1
6,right,intoxicated,right,0.319514414,1
6,left,intoxicated,right,0.698664731,0
6,right,intoxicated,right,0.348998093,1
6,right,intoxicated,left,0.484625968,0
6,left,intoxicated,left,0.344771459,1
6,right,intoxicated,left,0.407857275,0
6,right,intoxicated,right,0.704460607,1
6,right,intoxicated,right,0.452130203,1
6,right,intoxicated,right,0.391901483,1
6,right,intoxicated,right,0.312119946,1
6,right,intoxicated,right,0.303347512,1
6,right,intoxicated,left,0.366092512,0
6,right,intoxicated,right,0.503107581,1
6,left,intoxicated,left,0.356866302,1
6,left,intoxicated,left,0.535157289,1
6,right,intoxicated,right,0.329213908,1
6,right,intoxicated,left,0.335854377,0
6,left,intoxicated,left,0.359296044,1
6,left,intoxicated,right,0.315557873,0
6,right,intoxicated,right,0.312627592,1
6,left,intoxicated,left,0.377327037,1
6,left,intoxicated,right,0.534674928,0
6,right,intoxicated,left,0.503483552,0
6,left,intoxicated,left,0.405472553,1
6,left,intoxicated,left,0.30111589,1
7,right,intoxicated,right,0.24968651,1
7,left,intoxicated,left,0.140406779,1
7,left,intoxicated,left,0.180742407,1
7,right,intoxicated,left,0.143366581,0
7,left,intoxicated,left,0.220221627,1
7,right,intoxicated,right,0.137939401,1
7,left,intoxicated,left,0.190447425,1
7,left,intoxicated,left,0.385152701,1
7,left,intoxicated,right,0.193115979,0
7,right,intoxicated,right,0.202082151,1
7,right,intoxicated,right,0.149268445,1
7,right,intoxicated,right,0.153883059,1
7,right,intoxicated,right,0.263668803,1
7,left,intoxicated,right,0.184100364,0
7,left,intoxicated,left,0.155700032,1
7,right,intoxicated,right,0.164448965,1
7,left,intoxicated,right,0.141829764,0
7,left,intoxicated,left,0.229007306,1
7,right,intoxicated,right,0.203037146,1
7,right,intoxicated,left,0.211670977,0
7,left,intoxicated,right,0.427688338,0
7,left,intoxicated,left,0.638311871,1
7,left,intoxicated,right,0.35103511,0
7,left,intoxicated,left,0.19635468,1
7,left,intoxicated,left,0.150210958,1
7,left,intoxicated,left,0.208533108,1
7,right,intoxicated,right,0.169393784,1
7,left,intoxicated,left,0.12346122,1
7,left,intoxicated,right,0.168798224,0
7,left,intoxicated,right,0.194244554,0
7,right,intoxicated,right,0.150479286,1
7,right,intoxicated,left,0.238483026,0
7,right,intoxicated,right,0.149496275,1
7,left,intoxicated,left,0.31330292,1
7,right,intoxicated,right,0.332057181,1
7,right,intoxicated,right,0.149931763,1
7,right,intoxicated,right,0.250273378,1
7,right,intoxicated,left,0.30724244,0
7,right,intoxicated,left,0.326443004,0
7,left,intoxicated,right,0.15168646,0
7,left,intoxicated,left,0.223117263,1
7,right,intoxicated,right,0.166235445,1
7,right,intoxicated,right,0.205003989,1
7,left,intoxicated,left,0.133380537,1
7,right,intoxicated,right,0.237126804,1
7,left,intoxicated,right,0.259435901,0
7,left,intoxicated,right,0.198012952,0
7,left,intoxicated,right,0.317279356,0
7,left,intoxicated,right,0.249854972,0
7,right,intoxicated,left,0.294992813,0
7,left,intoxicated,left,0.240378283,1
7,left,intoxicated,left,0.217070245,1
7,left,intoxicated,left,0.211795585,1
7,left,intoxicated,left,0.27935953,1
7,right,intoxicated,right,0.189075421,1
7,right,intoxicated,right,0.233177649,1
7,left,intoxicated,left,0.207659155,1
7,right,intoxicated,right,0.139843197,1
7,left,intoxicated,left,0.189542645,1
7,left,intoxicated,left,0.227755302,1
7,right,intoxicated,right,0.192760629,1
7,left,intoxicated,right,0.212255788,0
7,right,intoxicated,left,0.282432827,0
7,left,intoxicated,right,0.172442632,0
7,left,intoxicated,left,0.287538755,1
7,right,intoxicated,right,0.214305511,1
7,right,intoxicated,right,0.212169681,1
7,right,intoxicated,left,0.440961322,0
7,right,intoxicated,right,0.134244059,1
7,left,intoxicated,right,0.333814947,0
7,left,intoxicated,right,0.146892587,0
7,right,intoxicated,right,0.166297257,1
7,left,intoxicated,left,0.265812524,1
7,left,intoxicated,left,0.345431476,1
7,right,intoxicated,left,0.263631673,0
7,right,intoxicated,right,0.150932933,1
7,right,intoxicated,right,0.135522989,1
7,left,intoxicated,right,0.193629686,0
7,left,intoxicated,right,0.277819797,0
7,right,intoxicated,right,0.349767642,1
7,right,intoxicated,right,0.189929822,1
7,right,intoxicated,left,0.250022405,0
7,right,intoxicated,left,0.221902106,0
7,right,intoxicated,left,0.186374149,0
7,left,intoxicated,right,0.171057481,0
